Date,Temperature (C),Humidity (%),Precipitation (mm),Snow Depth (cm),Wind Direction (deg),Wind Speed (km/h),Wind Gust (km/h),Pressure (hPa),Sunshine (min),Cloud Cover (%),Weather Code
2025-06-03 22:00:00,31.0,70,0.6,,150,25.9,21.0,1011.0,,4,5
2025-06-03 23:00:00,31.0,70,0.0,,160,24.1,,1011.0,,4,5
2025-06-04 00:00:00,29.0,79,0.0,,150,22.3,20.0,1011.0,,6,5
2025-06-04 01:00:00,28.0,84,0.0,,160,18.4,17.0,1012.0,,2,5
2025-06-04 02:00:00,28.0,84,0.0,,150,20.5,15.0,1012.0,,2,2
2025-06-04 03:00:00,27.0,89,0.0,,150,20.5,15.0,1012.0,,2,2
2025-06-04 04:00:00,27.0,89,0.0,,160,16.6,13.0,1013.0,,4,2
2025-06-04 05:00:00,26.0,94,0.0,,150,11.2,,1013.0,,2,3
2025-06-04 06:00:00,26.0,94,0.0,,140,13.0,,1013.0,,2,3
2025-06-04 07:00:00,26.0,94,0.0,,150,11.2,,1012.0,,2,5
2025-06-04 08:00:00,26.0,94,0.0,,170,13.0,,1013.0,,2,5
2025-06-04 09:00:00,25.0,100,0.0,,150,13.0,,1012.0,,0,5
2025-06-04 10:00:00,25.0,100,0.0,,150,13.0,,1012.0,,0,5
2025-06-04 11:00:00,25.0,100,0.0,,160,13.0,,1013.0,,0,5
2025-06-04 12:00:00,26.0,94,0.0,,130,9.4,,1014.0,,2,5
2025-06-04 13:00:00,26.0,94,0.0,,130,13.0,,1015.0,,2,5
2025-06-04 14:00:00,27.0,94,0.0,,150,11.2,,1014.0,,4,5
2025-06-04 15:00:00,29.0,84,0.1,,160,11.2,14.0,1014.0,,6,5
2025-06-04 16:00:00,30.0,79,0.0,,190,16.6,12.0,1014.0,,4,5
2025-06-04 17:00:00,31.0,75,0.0,,170,11.2,,1014.0,,6,5
2025-06-04 18:00:00,31.0,70,0.0,,0,0.0,18.0,1013.0,,2,5
2025-06-04 19:00:00,31.0,70,0.0,,230,20.5,12.0,1014.0,,2,5
2025-06-04 20:00:00,25.0,100,0.2,,130,9.4,,1014.0,,2,5
2025-06-04 21:00:00,28.0,89,2.6,,200,9.4,,1013.0,,2,5
2025-06-04 22:00:00,30.0,79,0.1,,180,16.6,,1012.0,,2,5
2025-06-04 23:00:00,31.0,79,0.9,,190,13.0,15.0,1012.0,,2,5
2025-06-05 00:00:00,30.0,79,0.3,,170,18.4,,1013.0,,6,5
2025-06-05 01:00:00,28.0,89,0.6,,130,13.0,,1013.0,,6,5
2025-06-05 02:00:00,28.0,94,0.0,,110,11.2,,1014.0,,2,5
2025-06-05 03:00:00,27.0,94,0.0,,110,11.2,,1015.0,,4,5
2025-06-05 04:00:00,27.0,94,0.0,,0,0.0,,1014.0,,2,5
2025-06-05 05:00:00,27.0,94,0.0,,160,9.4,,1014.0,,6,5
2025-06-05 06:00:00,26.0,100,0.0,,160,5.4,,1014.0,,0,5
2025-06-05 07:00:00,26.0,100,0.0,,140,9.4,,1014.0,,0,5
2025-06-05 08:00:00,26.0,100,0.0,,140,9.4,,1014.0,,2,5
2025-06-05 09:00:00,26.0,100,0.0,,0,0.0,,1014.0,,2,5
2025-06-05 10:00:00,26.0,100,0.0,,180,5.4,,1014.0,,2,5
2025-06-05 11:00:00,25.0,100,0.0,,180,5.4,,1014.0,,8,5
2025-06-05 12:00:00,26.0,100,0.0,,0,0.0,,1015.0,,8,5
2025-06-05 13:00:00,27.0,94,0.0,,200,9.4,,1015.0,,8,5
2025-06-05 14:00:00,29.0,84,0.0,,210,16.6,,1016.0,,0,5
2025-06-05 15:00:00,30.0,79,0.0,,220,14.8,,1016.0,,2,5
2025-06-05 16:00:00,31.0,70,0.0,,170,11.2,,1016.0,,0,5
2025-06-05 17:00:00,32.0,67,0.0,,150,11.2,,1017.0,,2,5
2025-06-05 18:00:00,32.0,59,0.0,,0,0.0,,1016.0,,2,5
2025-06-05 19:00:00,34.0,56,0.0,,220,11.2,,1015.0,,0,5
2025-06-05 20:00:00,32.0,67,0.0,,90,11.0,,1014.0,,6,5
2025-06-05 21:00:00,33.0,59,0.2,,140,7.6,,1014.0,,2,5
2025-06-05 22:00:00,32.0,71,0.0,,190,18.4,,1014.0,,4,5
2025-06-05 23:00:00,32.0,71,0.0,,190,24.1,,1013.0,,0,5
2025-06-06 00:00:00,31.0,75,0.0,,180,22.3,16.0,1013.0,,0,5
2025-06-06 01:00:00,30.0,79,0.0,,190,20.5,,1014.0,,6,5
2025-06-06 02:00:00,29.0,79,0.0,,190,14.8,,1014.0,,2,2
2025-06-06 03:00:00,28.0,84,0.0,,180,16.6,,1016.0,,2,2
2025-06-06 04:00:00,27.0,94,0.0,,180,14.8,,1017.0,,0,2
2025-06-06 05:00:00,27.0,94,0.0,,180,13.0,,1017.0,,0,5
2025-06-06 06:00:00,27.0,94,0.0,,170,13.0,,1016.0,,0,5
2025-06-06 07:00:00,26.0,100,0.0,,170,11.2,,1016.0,,0,5
2025-06-06 08:00:00,26.0,100,0.0,,180,11.2,,1015.0,,0,5
2025-06-06 09:00:00,26.0,100,0.0,,190,13.0,,1015.0,,0,5
2025-06-06 10:00:00,25.0,100,0.0,,190,9.4,,1015.0,,0,5
2025-06-06 11:00:00,25.0,100,0.0,,200,9.4,,1016.0,,0,5
2025-06-06 12:00:00,25.0,100,0.0,,190,7.6,,1016.0,,0,5
2025-06-06 13:00:00,27.0,94,0.0,,200,16.6,15.0,1016.0,,2,5
2025-06-06 14:00:00,29.0,84,0.0,,190,16.6,,1016.0,,6,5
2025-06-06 15:00:00,30.0,79,0.0,,220,16.6,18.0,1016.0,,2,5
2025-06-06 16:00:00,31.0,70,0.0,,210,22.3,,1017.0,,2,5
2025-06-06 17:00:00,32.0,67,0.0,,210,14.8,13.0,1016.0,,2,5
2025-06-06 18:00:00,33.0,63,0.0,,210,22.3,,1016.0,,2,5
2025-06-06 19:00:00,33.0,63,0.0,,200,18.4,14.0,1016.0,,2,2
2025-06-06 20:00:00,33.0,59,0.0,,200,14.8,13.0,1015.0,,2,2
2025-06-06 21:00:00,34.0,56,0.0,,210,24.1,18.0,1014.0,,0,2
2025-06-06 22:00:00,34.0,56,0.0,,200,18.4,,1014.0,,2,5
2025-06-06 23:00:00,33.0,59,0.0,,190,18.4,,1013.0,,2,5
2025-06-07 00:00:00,32.0,67,0.0,,180,24.1,,1013.0,,0,5
2025-06-07 01:00:00,30.0,75,0.0,,190,20.5,,1014.0,,0,5
2025-06-07 02:00:00,29.0,79,0.0,,190,20.5,,1014.0,,0,5
2025-06-07 03:00:00,28.0,84,0.0,,190,16.6,,1014.0,,0,5
2025-06-07 04:00:00,27.0,94,0.0,,190,14.8,,1015.0,,0,5
2025-06-07 05:00:00,27.0,94,0.0,,200,14.8,,1015.0,,0,5
2025-06-07 06:00:00,26.0,100,0.0,,200,13.0,,1015.0,,0,5
2025-06-07 07:00:00,26.0,100,0.0,,200,9.4,,1015.0,,0,5
2025-06-07 08:00:00,26.0,100,0.0,,180,11.2,,1014.0,,0,5
2025-06-07 09:00:00,25.0,100,0.0,,160,7.6,,1014.0,,0,5
2025-06-07 10:00:00,26.0,100,0.0,,160,9.4,,1014.0,,6,5
2025-06-07 11:00:00,25.0,100,0.0,,130,7.6,,1014.0,,2,5
2025-06-07 12:00:00,26.0,100,0.0,,140,7.6,,1015.0,,2,5
2025-06-07 13:00:00,27.0,100,0.0,,180,14.8,16.0,1014.0,,2,5
2025-06-07 14:00:00,29.0,89,0.0,,190,22.3,,1015.0,,4,5
2025-06-07 15:00:00,30.0,79,0.0,,210,20.5,,1015.0,,4,5
2025-06-07 16:00:00,32.0,67,0.0,,220,24.1,18.0,1015.0,,2,5
2025-06-07 17:00:00,32.0,63,0.0,,230,20.5,16.0,1015.0,,2,5
2025-06-07 18:00:00,33.0,59,0.0,,220,18.4,17.0,1015.0,,4,5
2025-06-07 19:00:00,34.0,53,0.0,,210,24.1,13.0,1015.0,,2,5
2025-06-07 20:00:00,34.0,53,0.0,,220,18.4,15.0,1014.0,,2,5
2025-06-07 21:00:00,34.0,56,0.0,,230,16.6,,1013.0,,0,5
2025-06-07 22:00:00,34.0,53,0.0,,200,24.1,16.0,1013.0,,2,5
2025-06-07 23:00:00,33.0,59,0.0,,200,22.3,,1012.0,,2,5
2025-06-08 00:00:00,32.0,67,0.0,,210,24.1,17.0,1012.0,,2,5
2025-06-08 01:00:00,30.0,75,0.0,,210,22.3,,1013.0,,1,5
2025-06-08 02:00:00,29.0,79,0.0,,200,24.1,18.0,1013.0,,0,5
2025-06-08 03:00:00,27.0,89,0.0,,190,13.0,,1014.0,,0,5
2025-06-08 04:00:00,26.0,94,0.0,,190,11.2,,1014.0,,0,5
2025-06-08 05:00:00,26.0,100,0.0,,190,13.0,,1014.0,,0,5
2025-06-08 06:00:00,26.0,100,0.0,,190,9.4,,1014.0,,2,5
2025-06-08 07:00:00,26.0,100,0.0,,190,9.4,,1013.0,,0,5
2025-06-08 08:00:00,25.0,100,0.0,,180,7.6,,1013.0,,2,5
2025-06-08 09:00:00,26.0,100,0.0,,170,7.6,,1013.0,,2,5
2025-06-08 10:00:00,26.0,100,0.0,,180,11.2,,1013.0,,0,5
2025-06-08 11:00:00,26.0,100,0.0,,180,11.2,,1013.0,,0,5
2025-06-08 12:00:00,26.0,100,0.0,,0,0.0,,1014.0,,4,5
2025-06-08 13:00:00,27.0,100,0.0,,190,7.6,,1014.0,,2,5
2025-06-08 14:00:00,29.0,89,0.0,,210,16.6,,1014.0,,4,5
2025-06-08 15:00:00,31.0,79,0.0,,220,22.3,17.0,1014.0,,4,5
2025-06-08 16:00:00,32.0,71,0.0,,200,18.4,,1014.0,,2,5
2025-06-08 17:00:00,32.0,71,0.0,,240,13.0,,1014.0,,6,5
2025-06-08 18:00:00,33.0,63,0.0,,230,13.0,,1014.0,,2,5
2025-06-08 19:00:00,34.0,60,0.0,,220,22.3,18.0,1013.0,,2,5
2025-06-08 20:00:00,34.0,60,0.0,,210,20.5,16.0,1012.0,,0,5
2025-06-08 21:00:00,34.0,56,0.0,,210,27.7,17.0,1012.0,,2,5
2025-06-08 22:00:00,34.0,56,0.0,,230,22.3,18.0,1011.0,,2,5
2025-06-08 23:00:00,33.0,63,0.0,,200,25.9,19.0,1010.0,,2,5
2025-06-09 00:00:00,31.0,66,0.0,,210,27.7,21.0,1010.0,,0,5
2025-06-09 01:00:00,30.0,70,0.0,,200,22.3,,1011.0,,0,5
2025-06-09 02:00:00,29.0,79,0.0,,180,16.6,13.0,1012.0,,0,3
2025-06-09 03:00:00,28.0,84,0.0,,170,13.0,,1012.0,,2,2
2025-06-09 04:00:00,27.0,89,0.0,,160,9.4,,1012.0,,0,2
2025-06-09 05:00:00,27.0,89,0.0,,170,16.6,,1012.0,,2,5
2025-06-09 06:00:00,26.0,94,0.0,,190,16.6,,1011.0,,2,5
2025-06-09 07:00:00,26.0,100,0.0,,170,9.4,,1012.0,,0,5
2025-06-09 08:00:00,26.0,100,0.0,,0,0.0,,1013.0,,2,5
2025-06-09 09:00:00,26.0,100,0.0,,70,7.6,,1013.0,,2,5
2025-06-09 10:00:00,26.0,100,0.0,,40,11.2,,1014.0,,2,5
2025-06-09 11:00:00,26.0,100,0.0,,30,9.4,,1015.0,,8,5
2025-06-09 12:00:00,25.0,100,0.1,,350,14.8,23.0,1016.0,,4,5
2025-06-09 13:00:00,22.0,94,0.2,,40,20.5,,1015.0,,2,17
2025-06-09 14:00:00,26.0,74,0.0,,160,18.4,13.0,1013.0,,0,2
2025-06-09 15:00:00,28.0,70,0.0,,180,13.0,,1012.0,,0,1
2025-06-09 16:00:00,30.0,66,0.0,,210,22.3,,1012.0,,0,1
2025-06-09 17:00:00,31.0,66,0.0,,210,18.4,18.0,1012.0,,0,5
2025-06-09 18:00:00,33.0,59,0.0,,270,11.2,,1013.0,,6,2
2025-06-09 19:00:00,34.0,60,0.0,,210,24.1,23.0,1011.0,,0,5
2025-06-09 20:00:00,35.0,56,0.0,,230,18.4,17.0,1012.0,,6,5
2025-06-09 21:00:00,33.0,67,0.0,,210,20.5,,1011.0,,2,5
2025-06-09 22:00:00,34.0,63,0.0,,230,22.3,16.0,1011.0,,2,5
2025-06-09 23:00:00,31.0,75,1.3,,230,13.0,10.0,1011.0,,4,5
2025-06-10 00:00:00,30.0,84,0.0,,220,9.4,,1012.0,,6,5
2025-06-10 01:00:00,28.0,94,0.0,,0,0.0,,1012.0,,0,5
2025-06-10 02:00:00,27.0,100,0.0,,50,5.4,,1012.0,,0,5
2025-06-10 03:00:00,26.0,100,0.0,,0,0.0,,1013.0,,6,3
2025-06-10 04:00:00,27.0,94,0.0,,0,0.0,,1014.0,,2,5
2025-06-10 05:00:00,27.0,94,0.0,,190,7.6,,1014.0,,0,5
2025-06-10 06:00:00,26.0,100,0.0,,220,7.6,,1014.0,,0,5
2025-06-10 07:00:00,26.0,100,0.0,,170,5.4,,1014.0,,0,5
2025-06-10 08:00:00,26.0,100,0.0,,180,7.6,,1013.0,,0,5
2025-06-10 09:00:00,25.0,100,0.0,,190,9.4,,1013.0,,0,5
2025-06-10 10:00:00,25.0,100,0.0,,190,11.2,,1014.0,,0,5
2025-06-10 11:00:00,25.0,100,0.0,,0,0.0,,1015.0,,0,5
2025-06-10 12:00:00,24.0,100,0.0,,0,0.0,,1015.0,,4,5
2025-06-10 13:00:00,27.0,94,0.0,,150,11.2,,1015.0,,4,5
2025-06-10 14:00:00,29.0,84,0.0,,180,7.6,,1016.0,,6,5
2025-06-10 15:00:00,30.0,79,0.0,,220,14.8,12.0,1016.0,,4,5
2025-06-10 16:00:00,31.0,75,0.0,,270,13.0,13.0,1018.0,,2,5
2025-06-10 17:00:00,31.0,75,0.0,,300,13.0,22.0,1017.0,,8,5
2025-06-10 18:00:00,27.0,84,0.0,,350,9.4,,1016.0,,0,5
2025-06-10 19:00:00,29.0,74,0.0,,10,7.6,,1015.0,,0,5
2025-06-10 20:00:00,30.0,70,0.0,,100,13.0,12.0,1015.0,,0,3
2025-06-10 21:00:00,32.0,59,0.0,,90,7.6,,1014.0,,0,3
2025-06-10 22:00:00,32.0,59,0.0,,90,5.4,,1014.0,,0,3
2025-06-10 23:00:00,33.0,56,0.0,,0,0.0,,1013.0,,0,5
2025-06-11 00:00:00,30.0,75,0.0,,70,24.1,,1013.0,,6,5
2025-06-11 01:00:00,29.0,79,0.0,,80,24.1,,1014.0,,2,5
2025-06-11 02:00:00,28.0,84,0.0,,90,14.8,,1014.0,,2,3
2025-06-11 03:00:00,28.0,79,0.0,,100,13.0,,1015.0,,0,3
2025-06-11 04:00:00,28.0,84,0.0,,120,18.4,,1015.0,,6,3
2025-06-11 05:00:00,28.0,89,0.0,,140,13.0,14.0,1016.0,,6,3
2025-06-11 06:00:00,27.0,100,0.0,,170,13.0,,1016.0,,2,5
2025-06-11 07:00:00,27.0,94,0.0,,170,13.0,,1016.0,,8,5
2025-06-11 08:00:00,27.0,94,0.0,,190,9.4,,1016.0,,0,5
2025-06-11 09:00:00,26.0,100,0.0,,190,5.4,,1015.0,,2,3
2025-06-11 10:00:00,26.0,100,1.9,,200,5.4,,1016.0,,4,9
2025-06-11 11:00:00,26.0,100,10.3,,0,0.0,,1015.0,,0,5
2025-06-11 12:00:00,26.0,100,8.1,,130,7.6,,1015.0,,0,5
2025-06-11 13:00:00,27.0,94,0.3,,140,9.4,18.0,1015.0,,2,5
2025-06-11 14:00:00,24.0,94,0.1,,280,20.5,,1016.0,,8,7
2025-06-11 15:00:00,24.0,90,0.0,,132,16.2,,1015.6,,8,3
2025-06-11 16:00:00,25.6,84,0.0,,136,14.8,,1015.1,,8,3
2025-06-11 17:00:00,27.2,78,0.0,,154,15.1,,1015.2,,8,3
2025-06-11 18:00:00,25.0,89,0.3,,130,7.0,,1016.0,,8,5
2025-06-11 19:00:00,25.0,94,0.2,,90,9.4,,1015.0,,0,7
2025-06-11 20:00:00,27.0,84,4.2,,230,7.6,,1016.0,,0,18
2025-06-11 21:00:00,28.0,79,1.0,,240,9.4,,1016.0,,2,9
2025-06-11 22:00:00,28.0,79,0.6,,150,5.4,,1016.0,,2,8
2025-06-11 23:00:00,28.0,74,1.1,,140,11.2,,1015.0,,2,9
2025-06-12 00:00:00,27.0,84,2.5,,120,9.4,,1015.0,,8,9
2025-06-12 01:00:00,27.0,84,0.0,,120,11.2,,1015.0,,8,3
2025-06-12 02:00:00,26.0,94,0.0,,100,13.0,,1015.0,,6,3
2025-06-12 03:00:00,25.0,100,0.0,,110,9.4,,1015.0,,6,3
2025-06-12 04:00:00,25.0,100,1.4,,90,5.4,,1016.0,,6,18
2025-06-12 05:00:00,25.0,100,0.2,,100,11.2,,1015.0,,4,7
2025-06-12 06:00:00,25.0,100,1.8,,100,13.0,,1014.0,,2,5
2025-06-12 07:00:00,25.0,100,3.0,,90,9.4,,1013.0,,2,5
2025-06-12 08:00:00,25.0,100,0.6,,150,11.2,,1012.0,,2,5
2025-06-12 09:00:00,26.0,100,1.3,,150,13.0,19.0,1012.0,,4,5
2025-06-12 10:00:00,25.0,89,1.6,,180,22.3,12.0,1012.0,,2,9
2025-06-12 11:00:00,26.0,94,0.7,,150,13.0,21.0,1013.0,,6,5
2025-06-12 12:00:00,25.0,94,3.6,,260,16.6,,1014.0,,2,5
2025-06-12 13:00:00,23.0,100,0.8,,190,27.7,16.0,1014.0,,4,5
2025-06-12 14:00:00,22.0,100,1.3,,190,11.2,,1016.0,,2,5
2025-06-12 15:00:00,21.0,100,2.1,,170,11.2,,1016.0,,8,5
2025-06-12 16:00:00,21.0,100,4.0,,180,15.0,15.0,1016.0,,8,5
2025-06-12 17:00:00,21.0,100,6.8,,180,14.8,,1015.0,,0,5
2025-06-12 18:00:00,21.0,100,6.5,,210,18.4,,1015.0,,0,5
2025-06-12 19:00:00,22.0,100,0.4,,200,11.2,,1015.0,,2,5
2025-06-12 20:00:00,22.0,100,0.2,,0,0.0,,1014.0,,0,7
2025-06-12 21:00:00,24.0,94,0.1,,160,13.0,,1012.0,,8,7
2025-06-12 22:00:00,25.0,84,0.1,,0,0.0,,1013.0,,0,7
2025-06-12 23:00:00,25.0,89,0.0,,160,9.4,,1012.0,,0,3
2025-06-13 00:00:00,25.0,89,0.0,,0,0.0,,1012.0,,0,3
2025-06-13 01:00:00,25.0,94,0.0,,0,0.0,,1012.0,,0,3
2025-06-13 02:00:00,24.0,94,0.0,,120,7.6,,1012.0,,0,3
2025-06-13 03:00:00,23.0,100,0.0,,90,6.0,,1013.0,,1,3
2025-06-13 04:00:00,24.1,91,0.0,,140,8.3,,1013.1,,0,2
2025-06-13 05:00:00,23.8,92,0.0,,138,8.3,,1013.5,,1,1
2025-06-13 06:00:00,23.0,94,0.0,,140,7.0,,1014.0,,4,1
2025-06-13 07:00:00,23.0,94,0.0,,140,5.4,,1013.0,,2,1
2025-06-13 08:00:00,23.0,100,0.0,,140,7.6,,1013.0,,6,2
2025-06-13 09:00:00,23.0,100,0.2,,160,5.4,,1013.0,,4,17
2025-06-13 10:00:00,23.0,100,0.0,,140,5.4,,1013.0,,2,3
2025-06-13 11:00:00,23.0,100,0.0,,150,5.4,,1014.0,,0,5
2025-06-13 12:00:00,24.0,100,0.0,,170,7.6,,1014.0,,0,5
2025-06-13 13:00:00,27.0,94,0.0,,150,7.6,,1014.0,,0,5
2025-06-13 14:00:00,29.0,89,0.2,,180,11.2,13.0,1014.0,,4,5
2025-06-13 15:00:00,30.0,84,0.0,,220,20.5,15.0,1014.0,,2,5
2025-06-13 16:00:00,31.0,79,3.0,,230,16.6,,1014.0,,4,5
2025-06-13 17:00:00,32.0,75,1.5,,210,18.4,,1014.0,,4,5
2025-06-13 18:00:00,33.0,71,0.0,,240,20.5,,1014.0,,4,5
2025-06-13 19:00:00,33.0,71,0.0,,230,20.5,,1014.0,,0,5
2025-06-13 20:00:00,32.0,75,0.0,,180,25.9,17.0,1013.0,,2,5
2025-06-13 21:00:00,33.0,67,0.0,,210,27.7,20.0,1013.0,,4,5
2025-06-13 22:00:00,33.0,67,0.0,,190,24.1,19.0,1013.0,,4,5
2025-06-13 23:00:00,31.0,70,0.6,,190,20.5,15.0,1013.0,,2,5
2025-06-14 00:00:00,30.0,75,0.0,,180,20.5,24.0,1014.0,,0,5
2025-06-14 01:00:00,26.0,84,0.0,,50,25.9,21.0,1015.0,,4,5
2025-06-14 02:00:00,25.0,84,0.0,,120,16.6,10.0,1014.0,,1,5
2025-06-14 03:00:00,26.0,94,0.0,,190,11.2,,1014.0,,0,5
2025-06-14 04:00:00,27.0,94,0.0,,190,25.9,20.0,1013.0,,0,5
2025-06-14 05:00:00,27.0,94,0.0,,220,16.6,,1013.0,,0,5
2025-06-14 06:00:00,27.0,94,0.0,,190,9.4,,1014.0,,0,5
2025-06-14 07:00:00,26.0,100,0.0,,110,5.4,,1015.0,,4,5
2025-06-14 08:00:00,26.0,100,0.0,,140,9.4,,1015.0,,0,5
2025-06-14 09:00:00,26.0,100,0.0,,130,7.6,,1015.0,,2,5
2025-06-14 10:00:00,26.0,100,0.0,,0,0.0,,1016.0,,4,5
2025-06-14 11:00:00,25.0,100,0.0,,120,5.4,,1015.0,,6,5
2025-06-14 12:00:00,26.0,100,0.0,,0,0.0,,1016.0,,4,5
2025-06-14 13:00:00,28.0,94,0.0,,150,11.2,,1016.0,,4,5
2025-06-14 14:00:00,30.0,89,0.1,,160,14.8,24.0,1017.0,,4,5
2025-06-14 15:00:00,25.0,89,1.7,,150,24.1,,1016.6,,2,5
2025-06-14 16:00:00,26.0,89,0.0,,150,14.8,18.0,1018.0,,6,5
2025-06-14 17:00:00,28.0,74,0.0,,170,31.7,26.0,1018.0,,8,5
2025-06-14 18:00:00,29.0,70,0.0,,230,20.5,19.0,1018.0,,0,3
2025-06-14 19:00:00,30.0,66,0.0,,230,20.5,,1016.0,,0,5
2025-06-14 20:00:00,29.0,70,0.0,,210,13.0,,1016.0,,0,3
2025-06-14 21:00:00,31.0,66,0.0,,250,14.8,,1016.0,,0,3
2025-06-14 22:00:00,30.0,70,0.0,,210,22.3,14.0,1016.0,,0,5
2025-06-14 23:00:00,29.0,74,0.0,,170,14.8,10.0,1016.0,,0,5
2025-06-15 00:00:00,29.0,79,0.0,,130,9.4,,1016.0,,0,5
2025-06-15 01:00:00,28.0,89,0.0,,170,11.2,,1016.0,,8,5
2025-06-15 02:00:00,28.0,89,0.0,,190,9.4,,1016.0,,0,5
2025-06-15 03:00:00,27.0,94,0.0,,160,7.6,,1017.0,,0,5
2025-06-15 04:00:00,27.0,100,0.0,,140,13.0,,1018.0,,3,5
2025-06-15 05:00:00,27.0,100,0.0,,160,14.8,,1018.0,,0,5
2025-06-15 06:00:00,26.0,100,0.0,,140,9.4,,1017.0,,0,5
2025-06-15 07:00:00,26.0,100,0.0,,170,11.2,,1017.0,,0,5
2025-06-15 08:00:00,26.0,100,0.0,,180,9.4,,1016.0,,0,5
2025-06-15 09:00:00,26.0,100,0.0,,170,9.4,,1016.0,,8,5
2025-06-15 10:00:00,26.0,100,0.0,,170,11.2,,1016.0,,8,5
2025-06-15 11:00:00,26.0,100,0.0,,190,9.4,,1017.0,,8,5
2025-06-15 12:00:00,26.0,100,0.0,,180,7.6,,1017.0,,8,5
2025-06-15 13:00:00,27.0,100,0.0,,190,7.6,,1017.0,,4,5
2025-06-15 14:00:00,29.0,94,0.3,,210,13.0,,1018.0,,6,5
2025-06-15 15:00:00,30.0,84,3.3,,200,20.5,17.0,1017.0,,6,5
2025-06-15 16:00:00,29.0,84,0.0,,250,14.8,,1018.0,,8,5
2025-06-15 17:00:00,29.0,94,0.0,,230,9.4,,1018.0,,4,5
2025-06-15 18:00:00,33.0,71,0.0,,210,18.4,15.0,1017.0,,0,5
2025-06-15 19:00:00,33.0,67,0.0,,240,20.5,21.0,1017.0,,2,5
2025-06-15 20:00:00,31.0,75,0.8,,200,16.6,,1016.0,,2,5
2025-06-15 21:00:00,28.0,89,0.2,,150,9.4,,1016.0,,0,5
2025-06-15 22:00:00,29.0,89,2.5,,190,5.4,25.0,1016.0,,0,5
2025-06-15 23:00:00,23.0,94,0.0,,360,20.5,18.0,1017.0,,2,5
2025-06-16 00:00:00,23.0,94,0.0,,310,16.6,14.0,1017.0,,6,5
2025-06-16 01:00:00,23.0,94,0.0,,180,14.8,,1016.0,,2,5
2025-06-16 02:00:00,22.0,100,0.0,,160,16.6,,1015.0,,2,3
2025-06-16 03:00:00,23.0,94,0.0,,160,13.0,,1015.0,,4,3
2025-06-16 04:00:00,23.0,100,0.0,,140,7.6,,1016.0,,8,3
2025-06-16 05:00:00,23.0,100,0.0,,0,0.0,,1016.0,,0,3
2025-06-16 06:00:00,23.0,100,0.0,,220,7.6,,1017.0,,0,3
2025-06-16 07:00:00,23.0,100,0.0,,0,0.0,,1017.0,,0,1
2025-06-16 08:00:00,23.0,100,0.0,,0,0.0,,1016.0,,0,1
2025-06-16 09:00:00,23.0,100,0.0,,0,0.0,,1016.0,,0,1
2025-06-16 10:00:00,23.0,100,0.1,,0,0.0,,1015.0,,8,17
2025-06-16 11:00:00,23.0,100,0.7,,0,0.0,,1015.0,,0,5
2025-06-16 12:00:00,24.0,100,0.0,,180,9.4,,1015.0,,0,5
2025-06-16 13:00:00,25.0,100,0.0,,210,7.6,,1016.0,,0,5
2025-06-16 14:00:00,27.0,89,0.0,,200,11.2,,1016.0,,2,5
2025-06-16 15:00:00,29.0,79,0.3,,240,9.4,,1016.0,,0,5
2025-06-16 16:00:00,31.0,75,0.4,,220,20.5,16.0,1016.0,,2,5
2025-06-16 17:00:00,31.0,75,0.1,,240,20.5,15.0,1016.0,,6,5
2025-06-16 18:00:00,32.0,71,0.0,,250,18.4,15.0,1016.0,,2,3
2025-06-16 19:00:00,32.0,67,0.0,,250,20.5,,1015.0,,8,3
2025-06-16 20:00:00,33.0,56,4.2,,250,18.4,14.0,1015.0,,0,9
2025-06-16 21:00:00,33.0,63,0.0,,240,14.8,14.0,1014.0,,2,3
2025-06-16 22:00:00,33.0,67,0.8,,250,16.6,30.0,1014.0,,4,5
2025-06-16 23:00:00,27.0,74,0.0,,120,40.7,32.0,1015.0,,2,5
2025-06-17 00:00:00,26.0,70,0.0,,220,40.7,,1014.0,,0,3
2025-06-17 01:00:00,27.0,74,0.0,,160,7.6,,1014.0,,0,3
2025-06-17 02:00:00,25.0,94,0.0,,150,9.4,,1014.0,,0,3
2025-06-17 03:00:00,25.0,100,0.0,,190,11.2,,1014.0,,0,1
2025-06-17 04:00:00,25.0,100,0.0,,190,5.4,,1014.0,,0,1
2025-06-17 05:00:00,25.0,100,0.0,,170,7.6,,1014.0,,0,1
2025-06-17 06:00:00,25.0,100,0.0,,170,5.4,,1013.0,,0,5
2025-06-17 07:00:00,24.0,100,0.0,,200,7.6,,1013.0,,0,5
2025-06-17 08:00:00,24.0,100,0.0,,180,9.4,,1013.0,,0,5
2025-06-17 09:00:00,24.0,100,0.0,,200,9.4,,1014.0,,0,5
2025-06-17 10:00:00,24.0,100,0.0,,190,9.4,,1014.0,,2,5
2025-06-17 11:00:00,24.0,100,0.0,,190,9.4,,1014.0,,0,5
2025-06-17 12:00:00,25.0,100,0.0,,180,5.4,,1014.0,,0,5
2025-06-17 13:00:00,26.0,100,0.0,,190,13.0,,1015.0,,0,5
2025-06-17 14:00:00,29.0,89,0.0,,200,14.8,17.0,1015.0,,0,5
2025-06-17 15:00:00,30.0,79,0.0,,200,22.3,17.0,1015.0,,6,5
2025-06-17 16:00:00,30.0,79,0.0,,220,22.3,16.0,1015.0,,2,5
2025-06-17 17:00:00,32.0,71,0.1,,220,16.6,16.0,1015.0,,4,17
