Time,Value,State,Quality,Reason,Status,Suppression Type
2025-10-26 00:31:27.578,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:31:04.579,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:30:46.685,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:30:46.637,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:30:09.557,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:29:54.428,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:29:54.161,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:29:24.934,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:29:10.671,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:29:10.627,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:28:43.793,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:28:24.667,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:28:24.187,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:27:54.587,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:09:59.941,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:09:39.646,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:09:39.427,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:09:09.318,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:08:54.268,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:08:53.787,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:08:38.159,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:08:17.572,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:08:17.517,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:07:39.343,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:07:31.461,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:07:31.434,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:06:54.278,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:06:44.126,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:06:44.078,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:06:14.667,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:05:54.265,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:05:53.787,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:05:24.277,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:05:09.318,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:05:08.827,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:04:43.980,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:04:32.261,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:04:32.218,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:03:54.268,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:03:51.317,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:03:51.257,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:03:10.529,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:03:00.137,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:03:00.073,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:02:27.027,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:02:09.088,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:02:08.846,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:01:48.438,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:01:28.149,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:01:28.148,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:00:54.196,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:00:45.718,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:00:45.659,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:00:09.242,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:00:04.773,.53 In.,High High,Good,Timed Report,,
2025-10-26 00:00:04.706,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:59:24.269,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:59:23.828,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:59:23.737,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:58:39.226,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:58:24.188,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:58:23.716,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:58:01.891,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:57:41.573,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:57:41.353,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:57:20.939,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:57:00.429,.53 In.,High High,Good,Timed Report,,
