Time,Value,State,Quality,Reason,Status,Suppression Type
2025-12-18 09:41:37.540,1.00 In.,Normal,Good,Value Change,,
2025-12-18 09:11:36.431,1.04 In.,Normal,Good,Value Change,,
2025-12-18 08:41:35.422,.91 In.,Normal,Good,Value Change,,
2025-12-18 08:11:34.315,.90 In.,Normal,Good,Value Change,,
2025-12-18 07:41:33.207,.87 In.,Normal,Good,Value Change,,
2025-12-18 07:11:32.103,.86 In.,Normal,Good,Value Change,,
2025-12-18 06:41:31.095,.84 In.,Normal,Good,Value Change,,
2025-12-18 05:41:28.887,.82 In.,Normal,Good,Value Change,,
2025-12-18 05:11:27.879,.81 In.,Normal,Good,Value Change,,
2025-12-18 04:41:26.772,.80 In.,Normal,Good,Value Change,,
2025-12-18 04:11:25.663,.78 In.,Normal,Good,Value Change,,
2025-12-18 03:41:24.654,.77 In.,Normal,Good,Value Change,,
2025-12-18 03:11:23.545,.77 In.,Normal,Good,Value Change,,
2025-12-18 02:41:22.436,.76 In.,Normal,Good,Value Change,,
2025-12-18 02:11:21.332,.75 In.,Normal,Good,Value Change,,
2025-12-18 01:11:19.214,.74 In.,Normal,Good,Value Change,,
2025-12-18 00:41:18.111,.73 In.,Normal,Good,Value Change,,
2025-12-17 23:11:14.886,.72 In.,Normal,Good,Value Change,,
2025-12-17 22:41:13.877,.71 In.,Normal,Good,Value Change,,
2025-12-17 22:11:12.767,.69 In.,Normal,Good,Value Change,,
2025-12-17 21:41:11.660,.68 In.,Normal,Good,Value Change,,
2025-12-17 21:11:10.554,.67 In.,Normal,Good,Value Change,,
2025-12-17 20:41:09.547,.66 In.,Normal,Good,Value Change,,
2025-12-17 20:11:08.436,.64 In.,Normal,Good,Value Change,,
2025-12-17 19:41:07.333,.62 In.,Normal,Good,Value Change,,
2025-12-17 19:11:06.325,.61 In.,Normal,Good,Value Change,,
2025-12-17 18:41:05.216,.60 In.,Normal,Good,Value Change,,
2025-12-17 18:11:04.108,.58 In.,Normal,Good,Value Change,,
2025-12-17 17:41:03.098,.58 In.,Normal,Good,Value Change,,
2025-12-17 16:41:00.882,.57 In.,Normal,Good,Value Change,,
2025-12-17 16:10:59.874,.58 In.,Normal,Good,Value Change,,
2025-12-17 15:40:58.765,.58 In.,Normal,Good,Value Change,,
2025-12-17 14:10:55.543,.56 In.,Normal,Good,Value Change,,
2025-12-17 13:40:54.435,.49 In.,Normal,Good,Value Change,,
2025-12-17 13:10:53.336,.48 In.,Normal,Good,Value Change,,
2025-12-17 12:40:52.230,.44 In.,Normal,Good,Value Change,,
2025-12-17 12:10:51.221,.42 In.,Normal,Good,Value Change,,
2025-12-17 11:40:50.113,.40 In.,Normal,Good,Value Change,,
2025-12-17 11:10:49.006,.38 In.,Normal,Good,Value Change,,
2025-12-17 10:40:47.997,.37 In.,Normal,Good,Value Change,,
2025-12-17 10:10:50.838,.33 In.,Normal,Good,Value Change,,
2025-12-17 09:40:49.729,.30 In.,Normal,Good,Value Change,,
2025-12-17 09:10:48.719,.30 In.,Normal,Good,Value Change,,
2025-12-17 08:40:47.609,.26 In.,Normal,Good,Value Change,,
2025-12-17 08:10:46.501,.24 In.,Normal,Good,Value Change,,
2025-12-17 07:40:45.394,.21 In.,Normal,Good,Value Change,,
2025-12-17 07:10:44.387,.19 In.,Normal,Good,Value Change,,
2025-12-17 06:40:43.277,.17 In.,Normal,Good,Value Change,,
2025-12-17 05:40:41.162,.16 In.,Normal,Good,Value Change,,
2025-12-17 05:10:40.054,.15 In.,Normal,Good,Value Change,,
2025-12-17 04:40:38.946,.14 In.,Normal,Good,Value Change,,
2025-12-17 04:10:37.937,.12 In.,Normal,Good,Value Change,,
2025-12-17 03:40:36.828,.09 In.,Normal,Good,Value Change,,
2025-12-17 03:10:35.718,.06 In.,Normal,Good,Value Change,,
2025-12-17 02:40:34.710,.02 In.,Normal,Good,Value Change,,
2025-12-17 02:10:33.600,.01 In.,Normal,Good,Value Change,,
2025-12-17 01:40:32.489,.00 In.,Low Low,Good,Value Change,,
2025-12-17 01:10:31.385,-.01 In.,Low Low,Good,Value Change,,
2025-12-17 00:40:30.376,-.02 In.,Low Low,Good,Value Change,,
2025-12-17 00:10:29.266,-.04 In.,Low Low,Good,Value Change,,
2025-12-16 23:40:28.159,-.06 In.,Low Low,Good,Value Change,,
2025-12-16 23:10:27.149,-.08 In.,Low Low,Good,Value Change,,
2025-12-16 22:40:26.039,-.11 In.,Low Low,Good,Value Change,,
2025-12-16 22:10:24.933,-.12 In.,Low Low,Good,Value Change,,
2025-12-16 21:40:23.924,-.14 In.,Low Low,Good,Value Change,,
2025-12-16 21:10:22.815,-.16 In.,Low Low,Good,Value Change,,
2025-12-16 20:40:21.706,-.18 In.,Low Low,Good,Value Change,,
2025-12-16 20:10:20.697,-.19 In.,Low Low,Good,Value Change,,
2025-12-16 19:40:19.587,-.20 In.,Low Low,Good,Value Change,,
2025-12-16 19:10:18.488,-.23 In.,Low Low,Good,Value Change,,
2025-12-16 18:40:17.385,-.26 In.,Low Low,Good,Value Change,,
2025-12-16 18:10:16.376,-.28 In.,Low Low,Good,Value Change,,
2025-12-16 17:40:15.266,-.34 In.,Low Low,Good,Value Change,,
2025-12-16 17:10:14.158,-.42 In.,Low Low,Good,Value Change,,
2025-12-16 16:40:13.150,-.39 In.,Low Low,Good,Value Change,,
2025-12-16 16:10:12.041,-.34 In.,Low Low,Good,Value Change,,
2025-12-16 15:40:10.931,-.29 In.,Low Low,Good,Value Change,,
2025-12-16 15:10:09.827,-.24 In.,Low Low,Good,Value Change,,
2025-12-16 14:40:08.818,-.19 In.,Low Low,Good,Value Change,,
2025-12-16 14:10:07.709,-.15 In.,Low Low,Good,Value Change,,
2025-12-16 13:40:06.604,-.12 In.,Low Low,Good,Value Change,,
2025-12-16 13:10:05.596,-.10 In.,Low Low,Good,Value Change,,
2025-12-16 12:59:48.196,-.04 In.,Low Low,Good,Value Change,,
2025-12-15 04:39:02.654,-1.48 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-15 04:09:01.541,-1.47 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-15 03:39:00.434,-1.46 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-15 03:08:59.422,-1.46 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-15 02:38:58.309,-1.47 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-15 01:38:56.186,-1.46 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-15 00:38:53.967,-1.47 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-15 00:08:52.955,-1.46 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 23:38:51.852,-1.46 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 23:08:50.740,-1.41 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 22:38:49.730,-1.37 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 22:08:48.617,-1.32 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 21:38:47.516,-1.28 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 21:08:46.507,-1.25 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 20:38:45.397,-1.21 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 20:08:44.286,-1.18 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 19:38:43.276,-1.21 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 19:08:42.165,-1.18 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 18:38:41.054,-1.16 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 18:08:40.043,-1.15 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 17:38:38.931,-1.14 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 17:08:37.821,-1.11 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 16:38:36.811,-1.06 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-14 16:08:35.700,-1.00 In.,Low Low,Good,Value Change,,
2025-12-14 15:38:34.590,-.93 In.,Low Low,Good,Value Change,,
2025-12-14 15:08:33.488,-.91 In.,Low Low,Good,Value Change,,
